Date,Price,Open,High,Low,Vol.,Change %
11/19/2020,"8,016.10","7,851.80","8,443.20","7,556.20",9.98M,0.41%
11/18/2020,"7,983.30","7,819.00","7,983.30","7,621.90",16.25M,6.58%
11/17/2020,"7,490.50","7,194.80","7,490.50","7,194.80",12.23M,6.54%
11/16/2020,"7,030.50","6,570.60","7,030.50","6,537.70",14.37M,7.00%
11/13/2020,"6,570.60","6,537.70","6,767.70","6,504.90",5.69M,1.63%
11/12/2020,"6,465.40","6,458.90","6,465.40","6,373.50",12.20M,6.96%
11/11/2020,"6,044.90","5,650.70","6,044.90","5,631.00",12.30M,6.98%
11/10/2020,"5,650.70","5,769.00","5,769.00","5,644.10",2.03M,-0.23%
11/9/2020,"5,663.80","5,486.40","5,677.00","5,479.90",3.79M,3.48%
11/6/2020,"5,473.30","5,479.90","5,493.00","5,420.70",2.36M,-0.12%
11/5/2020,"5,479.90","5,558.70","5,585.00","5,453.60",2.45M,-1.42%
11/4/2020,"5,558.70","5,585.00","5,611.30","5,525.90",1.75M,0.48%
11/3/2020,"5,532.40","5,585.00","5,631.00","5,519.30",2.18M,0.00%
11/2/2020,"5,532.40","5,387.90","5,545.60","5,387.90",1.40M,2.68%
10/30/2020,"5,387.90","5,585.00","5,585.00","5,387.90",3.58M,-1.20%
10/29/2020,"5,453.60","5,519.30","5,585.00","5,256.50",3.29M,-2.01%
10/28/2020,"5,565.30","5,815.00","5,815.00","5,532.40",4.90M,-4.08%
10/27/2020,"5,801.80","5,782.10","5,893.80","5,782.10",6.10M,1.49%
10/26/2020,"5,716.40","5,709.80","5,782.10","5,703.30",4.03M,0.12%
10/23/2020,"5,709.80","5,683.50","5,801.80","5,677.00",2.92M,0.58%
10/22/2020,"5,677.00","5,683.50","5,696.70","5,585.00",1.78M,-0.46%
10/21/2020,"5,703.30","5,887.20","5,887.20","5,690.10",3.12M,-2.03%
10/20/2020,"5,821.50","5,716.40","5,880.70","5,690.10",5.09M,2.31%
10/19/2020,"5,690.10","5,644.10","5,696.70","5,624.40",2.90M,1.17%
10/16/2020,"5,624.40","5,585.00","5,663.80","5,565.30",3.06M,1.18%
10/15/2020,"5,558.70","5,585.00","5,644.10","5,545.60",2.37M,0.24%
10/14/2020,"5,545.60","5,624.40","5,624.40","5,519.30",2.84M,-1.40%
10/13/2020,"5,624.40","5,631.00","5,637.60","5,598.10",2.24M,-0.12%
10/12/2020,"5,631.00","5,749.30","5,749.30","5,585.00",3.75M,-0.92%
10/9/2020,"5,683.50","5,585.00","5,782.10","5,453.60",5.65M,2.37%
10/8/2020,"5,552.10","5,532.40","5,585.00","5,506.10",3.34M,0.36%
10/7/2020,"5,532.40","5,420.70","5,663.80","5,420.70",5.99M,1.81%
10/6/2020,"5,433.90","5,440.40","5,486.40","5,414.20",3.37M,0.00%
10/5/2020,"5,433.90","5,420.70","5,519.30","5,420.70",4.10M,0.24%
10/2/2020,"5,420.70","5,519.30","5,532.40","5,249.90",4.49M,-1.43%
10/1/2020,"5,499.60","5,552.10","5,558.70","5,493.00",4.05M,0.00%
9/30/2020,"5,499.60","5,453.60","5,552.10","5,269.60",3.92M,0.36%
9/29/2020,"5,479.90","5,650.70","5,663.80","5,466.70",5.98M,-2.45%
9/28/2020,"5,617.80","5,552.10","5,637.60","5,519.30",4.58M,1.91%
9/25/2020,"5,512.70","5,552.10","5,558.70","5,387.90",5.06M,0.96%
9/24/2020,"5,460.10","5,269.60","5,565.30","5,223.60",6.79M,3.87%
9/23/2020,"5,256.50","5,223.60","5,289.30","5,217.00",2.55M,0.63%
9/22/2020,"5,223.60","5,256.50","5,295.90","5,210.50",4.44M,-0.75%
9/21/2020,"5,263.00","5,309.00","5,387.90","5,263.00",3.64M,0.00%
9/18/2020,"5,263.00","5,223.60","5,289.30","5,217.00",3.46M,0.75%
9/17/2020,"5,223.60","5,223.60","5,335.30","5,157.90",5.24M,0.25%
9/16/2020,"5,210.50","5,210.50","5,243.30","5,177.60",3.31M,0.00%
9/15/2020,"5,210.50","5,256.50","5,309.00","5,190.80",4.22M,0.38%
9/14/2020,"5,190.80","5,085.60","5,217.00","5,059.30",4.71M,3.27%
9/11/2020,"5,026.50","5,065.90","5,131.60","5,013.40",2.18M,-1.04%
9/10/2020,"5,079.10","5,144.80","5,157.90","5,079.10",2.12M,-0.77%
9/9/2020,"5,118.50","4,993.60","5,138.20","4,927.90",2.11M,2.10%
9/8/2020,"5,013.40","4,960.80","5,052.80","4,954.20",2.10M,1.19%
9/7/2020,"4,954.20","4,862.20","5,151.30","4,862.20",4.89M,1.89%
9/4/2020,"4,862.20","4,862.20","4,901.70","4,809.70",1.92M,-1.33%
9/3/2020,"4,927.90","4,993.60","5,026.50","4,868.80",4.02M,-0.66%
9/1/2020,"4,960.80","4,914.80","5,006.80","4,868.80",3.05M,1.07%
8/31/2020,"4,908.20","4,927.90","5,019.90","4,888.50",2.69M,-0.40%
8/28/2020,"4,927.90","4,822.80","5,046.20","4,809.70",2.92M,2.18%
8/27/2020,"4,822.80","4,862.20","4,868.80","4,796.50",1.68M,-0.81%
8/26/2020,"4,862.20","4,546.80","4,868.80","4,546.80",4.87M,6.78%
8/25/2020,"4,553.40","4,599.40","4,606.00","4,546.80",1.63M,0.00%
8/24/2020,"4,553.40","4,599.40","4,612.50","4,553.40",2.61M,0.00%
8/21/2020,"4,553.40","4,468.00","4,553.40","4,468.00",1.32M,1.17%
8/20/2020,"4,500.80","4,533.70","4,533.70","4,481.10",984.60K,-0.58%
8/19/2020,"4,527.10","4,546.80","4,586.30","4,527.10",1.37M,-0.43%
8/18/2020,"4,546.80","4,435.10","4,579.70","4,435.10",3.36M,1.76%
8/17/2020,"4,468.00","4,454.90","4,468.00","4,376.00",563.30K,2.10%
8/14/2020,"4,376.00","4,441.70","4,468.00","4,362.90",1.08M,-1.48%
8/13/2020,"4,441.70","4,487.70","4,487.70","4,435.10",1.45M,-0.59%
8/12/2020,"4,468.00","4,468.00","4,566.60","4,448.30",819.70K,0.00%
8/11/2020,"4,468.00","4,599.40","4,665.10","4,376.00",2.64M,-2.86%
8/10/2020,"4,599.40","4,566.60","4,698.00","4,566.60",1.51M,0.72%
8/7/2020,"4,566.60","4,533.70","4,645.40","4,468.00",1.43M,1.17%
8/6/2020,"4,514.00","4,514.00","4,533.70","4,435.10",1.11M,0.00%
8/5/2020,"4,514.00","4,270.90","4,514.00","4,270.90",1.96M,5.69%
8/4/2020,"4,270.90","4,270.90","4,402.30","4,257.70",1.57M,0.00%
8/3/2020,"4,270.90","4,139.50","4,303.70","4,073.80",2.12M,5.01%
7/31/2020,"4,067.20","3,988.30","4,119.80","3,988.30",512.10K,-1.75%
7/30/2020,"4,139.50","4,100.00","4,205.20","4,100.00",547.60K,0.96%
7/29/2020,"4,100.00","4,172.30","4,172.30","4,014.60",1.22M,-2.50%
7/28/2020,"4,205.20","3,778.10","4,205.20","3,778.10",1.67M,4.92%
7/27/2020,"4,008.10","4,014.60","4,172.30","4,008.10",2.95M,-6.87%
7/24/2020,"4,303.70","4,632.30","4,632.30","4,303.70",3.81M,-6.96%
7/23/2020,"4,625.70","4,671.70","4,684.80","4,599.40",846.50K,-0.98%
7/22/2020,"4,671.70","4,645.40","4,730.80","4,645.40",526.30K,0.57%
7/21/2020,"4,645.40","4,671.70","4,698.00","4,566.60",1.24M,-0.56%
7/20/2020,"4,671.70","4,737.40","4,763.70","4,671.70",1.54M,-1.39%
7/17/2020,"4,737.40","4,730.80","4,763.70","4,711.10",969.00K,0.14%
7/16/2020,"4,730.80","4,796.50","4,796.50","4,730.80",886.40K,-0.69%
7/15/2020,"4,763.70","4,770.20","4,829.40","4,757.10",1.15M,-0.14%
7/14/2020,"4,770.20","4,829.40","4,829.40","4,763.70",730.90K,-0.82%
7/13/2020,"4,809.70","4,776.80","4,835.90","4,770.20",631.20K,0.69%
7/10/2020,"4,776.80","4,822.80","4,849.10","4,757.10",1.34M,-1.09%
7/9/2020,"4,829.40","4,829.40","4,895.10","4,822.80",1.32M,0.00%
7/8/2020,"4,829.40","4,895.10","4,901.70","4,829.40",1.21M,-1.34%
7/7/2020,"4,895.10","4,862.20","4,941.10","4,862.20",2.65M,1.78%
7/6/2020,"4,809.70","4,829.40","4,849.10","4,763.70",1.27M,1.38%
7/3/2020,"4,744.00","4,763.70","4,763.70","4,724.20",1.02M,0.00%
7/2/2020,"4,744.00","4,763.70","4,829.40","4,730.80",1.26M,-0.41%
7/1/2020,"4,763.70","4,632.30","4,803.10","4,632.30",1.87M,1.54%
6/30/2020,"4,691.40","5,105.30","5,105.30","4,665.10",2.42M,-5.80%
6/29/2020,"4,980.50","5,065.90","5,092.20","4,862.20",2.83M,-3.56%
6/26/2020,"5,164.50","5,210.50","5,249.90","5,151.30",2.98M,-0.76%
6/25/2020,"5,203.90","5,059.30","5,256.50","4,980.50",3.47M,1.93%
6/24/2020,"5,105.30","5,223.60","5,223.60","5,105.30",2.08M,-0.39%
6/23/2020,"5,125.10","5,256.50","5,256.50","5,111.90",3.66M,-2.01%
6/22/2020,"5,230.20","5,249.90","5,335.30","5,190.80",2.66M,-0.38%
6/19/2020,"5,249.90","5,302.50","5,302.50","5,190.80",1.78M,2.04%
6/18/2020,"5,144.80","5,105.30","5,164.50","5,072.50",1.78M,0.77%
6/17/2020,"5,105.30","5,059.30","5,256.50","5,059.30",2.62M,0.00%
6/16/2020,"5,105.30","5,164.50","5,164.50","5,046.20",2.34M,0.91%
6/15/2020,"5,059.30","5,387.90","5,387.90","5,059.30",3.73M,-5.06%
6/12/2020,"5,328.70","5,026.50","5,328.70","5,006.80",5.87M,0.12%
6/11/2020,"5,322.20","5,493.00","5,657.30","5,322.20",6.13M,-3.34%
6/10/2020,"5,506.10","5,479.90","5,525.90","5,420.70",5.22M,-0.24%
6/9/2020,"5,519.30","5,519.30","5,585.00","5,381.30",5.35M,1.08%
6/8/2020,"5,460.10","5,387.90","5,499.60","5,381.30",6.14M,3.49%
6/5/2020,"5,276.20","5,059.30","5,348.40","5,033.10",6.61M,4.02%
6/4/2020,"5,072.50","5,184.20","5,184.20","5,072.50",4.64M,-1.41%
6/3/2020,"5,144.80","5,164.50","5,171.00","5,072.50",3.37M,-0.38%
6/2/2020,"5,164.50","5,243.30","5,243.30","5,118.50",4.01M,-1.13%
6/1/2020,"5,223.60","5,059.30","5,243.30","5,059.30",5.43M,3.52%
5/29/2020,"5,046.20","5,065.90","5,125.10","5,046.20",3.89M,-0.39%
5/28/2020,"5,065.90","5,059.30","5,138.20","5,059.30",3.58M,-0.13%
5/27/2020,"5,072.50","5,085.60","5,138.20","5,046.20",6.40M,-0.13%
5/26/2020,"5,079.10","5,190.80","5,190.80","5,033.10",3.88M,0.39%
5/25/2020,"5,059.30","4,993.60","5,197.30","4,973.90",5.80M,3.49%
5/22/2020,"4,888.50","4,829.40","4,901.70","4,763.70",7.93M,4.20%
5/21/2020,"4,691.40","4,730.80","4,757.10","4,665.10",2.49M,-0.42%
5/20/2020,"4,711.10","4,790.00","4,796.50","4,599.40",1.66M,-1.65%
5/19/2020,"4,790.00","4,862.20","4,934.50","4,783.40",3.89M,0.42%
5/18/2020,"4,770.20","4,625.70","4,849.10","4,500.80",4.15M,3.71%
5/15/2020,"4,599.40","4,750.50","4,776.80","4,533.70",3.44M,-3.45%
5/14/2020,"4,763.70","4,776.80","4,934.50","4,698.00",2.20M,-0.27%
5/13/2020,"4,776.80","4,500.80","4,809.70","4,500.80",6.15M,6.13%
5/12/2020,"4,500.80","4,369.40","4,520.60","4,290.60",4.41M,3.01%
5/11/2020,"4,369.40","4,376.00","4,533.70","4,303.70",1.98M,-0.15%
5/8/2020,"4,376.00","4,468.00","4,487.70","4,376.00",2.89M,-1.63%
5/7/2020,"4,448.30","4,402.30","4,487.70","4,376.00",2.93M,1.81%
5/6/2020,"4,369.40","4,303.70","4,382.60","4,290.60",2.37M,1.53%
5/5/2020,"4,303.70","4,303.70","4,533.70","4,290.60",1.77M,0.00%
5/4/2020,"4,303.70","4,244.60","4,362.90","4,205.20",3.37M,1.23%
4/29/2020,"4,251.20","4,205.20","4,270.90","4,152.60",2.53M,-1.97%
4/28/2020,"4,336.60","4,468.00","4,468.00","4,205.20",1.82M,-0.90%
4/27/2020,"4,376.00","4,336.60","4,376.00","4,270.90",4.24M,6.90%
4/24/2020,"4,093.50","3,935.80","4,093.50","3,843.80",4.36M,6.86%
4/23/2020,"3,830.60","3,962.10","3,962.10","3,804.40",1.11M,3.18%
4/22/2020,"3,712.40","3,423.30","3,738.70","3,423.30",1.90M,6.21%
4/21/2020,"3,495.50","3,613.80","3,646.70","3,489.00",1.40M,-6.17%
4/20/2020,"3,725.50","3,804.40","3,830.60","3,508.70",1.10M,-1.22%
4/17/2020,"3,771.50","3,837.20","3,837.20","3,732.10",1.35M,0.35%
4/16/2020,"3,758.40","3,646.70","3,843.80","3,613.80",936.56K,1.78%
4/15/2020,"3,692.70","3,778.10","3,778.10","3,679.50",1.35M,2.18%
4/14/2020,"3,613.80","3,449.60","3,653.20","3,377.30",1.66M,5.77%
4/13/2020,"3,416.70","3,305.00","3,482.40","3,305.00",640.09K,0.00%
4/10/2020,"3,416.70","3,521.80","3,521.80","3,285.30",717.91K,-1.33%
4/9/2020,"3,462.70","3,357.60","3,548.10","3,357.60",785.05K,2.33%
4/8/2020,"3,383.80","3,370.70","3,403.60","3,252.40",1.38M,0.19%
4/7/2020,"3,377.30","3,416.70","3,548.10","3,370.70",776.38K,-0.58%
4/6/2020,"3,397.00","3,219.60","3,397.00","3,219.60",3.21M,6.82%
4/3/2020,"3,180.20","3,088.20","3,219.60","3,048.70",840.53K,4.76%
4/1/2020,"3,035.60","2,877.90","3,088.20","2,877.90",1.33M,5.00%
3/31/2020,"2,891.10","3,035.60","3,199.90","2,891.10",799.17K,-6.38%
3/30/2020,"3,088.20","3,035.60","3,219.60","3,022.50",876.74K,-4.08%
3/27/2020,"3,219.60","3,127.60","3,416.70","3,127.60",602.24K,0.00%
3/26/2020,"3,219.60","3,114.50","3,245.90","3,081.60",1.80M,6.06%
3/25/2020,"3,035.60","3,173.60","3,219.60","2,989.60",3.08M,-4.35%
3/24/2020,"3,173.60","3,173.60","3,219.60","3,173.60",2.74M,-6.94%
3/23/2020,"3,410.10","3,429.80","3,613.80","3,410.10",1.66M,-6.99%
3/20/2020,"3,666.40","3,876.60","3,935.80","3,666.40",3.35M,-7.00%
3/19/2020,"3,942.30","3,942.30","3,942.30","3,896.40",636.24K,0.00%
3/18/2020,"3,942.30","4,277.40","4,277.40","3,942.30",2.69M,-1.64%
3/17/2020,"4,008.10","3,712.40","4,040.90","3,712.40",225.89K,1.16%
3/16/2020,"3,962.10","3,942.30","4,067.20","3,942.30",942.71K,-2.43%
3/13/2020,"4,060.60","3,962.10","4,251.20","3,962.10",3.32M,-4.63%
3/12/2020,"4,257.70","4,277.40","4,362.90","4,257.70",1.09M,-6.90%
3/11/2020,"4,573.10","4,849.10","4,895.10","4,533.70",895.08K,-5.69%
3/10/2020,"4,849.10","4,612.50","4,927.90","4,612.50",718.70K,-2.12%
3/9/2020,"4,954.20","4,954.20","5,026.50","4,954.20",926.12K,-6.91%
3/6/2020,"5,322.20","5,420.70","5,420.70","5,322.20",749.61K,-1.82%
3/5/2020,"5,420.70","5,420.70","5,486.40","5,420.70",947.79K,0.36%
3/4/2020,"5,401.00","5,420.70","5,453.60","5,401.00",1.27M,-0.84%
3/3/2020,"5,447.00","5,447.00","5,552.10","5,440.40",1.06M,0.00%
3/2/2020,"5,447.00","5,427.30","5,486.40","5,374.70",1.05M,0.00%
2/28/2020,"5,447.00","5,591.60","5,591.60","5,427.30",749.58K,-2.59%
2/27/2020,"5,591.60","5,466.70","5,611.30","5,427.30",1.74M,1.43%
2/26/2020,"5,512.70","5,631.00","5,631.00","5,493.00",551.09K,-2.10%
2/25/2020,"5,631.00","5,493.00","5,670.40","5,493.00",940.29K,0.00%
2/24/2020,"5,631.00","5,493.00","5,775.50","5,493.00",779.75K,-2.61%
2/21/2020,"5,782.10","5,913.50","5,926.70","5,709.80",586.27K,1.38%
2/20/2020,"5,703.30","5,387.90","5,703.30","5,335.30",2.68M,6.90%
2/19/2020,"5,335.30","5,335.30","5,453.60","5,335.30",463.18K,-0.12%
2/18/2020,"5,341.90","5,282.70","5,381.30","5,282.70",1.19M,0.00%
2/17/2020,"5,341.90","5,361.60","5,453.60","5,289.30",483.38K,-0.37%
2/14/2020,"5,361.60","5,302.50","5,407.60","5,302.50",166.16K,-0.12%
2/13/2020,"5,368.20","5,420.70","5,420.70","5,276.20",239.34K,0.37%
2/12/2020,"5,348.40","5,276.20","5,427.30","5,276.20",329.69K,1.37%
2/11/2020,"5,276.20","5,355.00","5,519.30","5,276.20",294.31K,-1.47%
2/10/2020,"5,355.00","5,256.50","5,401.00","5,190.80",875.53K,1.49%
2/7/2020,"5,276.20","5,368.20","5,440.40","5,236.70",322.57K,-1.71%
2/6/2020,"5,368.20","5,190.80","5,420.70","5,151.30",573.65K,4.74%
2/5/2020,"5,125.10","5,256.50","5,387.90","5,125.10",443.35K,-1.27%
2/4/2020,"5,190.80","5,381.30","5,381.30","5,111.90",765.12K,-0.25%
2/3/2020,"5,203.90","5,098.80","5,453.60","5,098.80",1.13M,-5.04%
1/31/2020,"5,479.90","5,591.60","5,762.40","5,479.90",1.30M,-5.66%
1/30/2020,"5,808.40","6,110.60","6,439.20","5,808.40",1.17M,-6.95%
1/22/2020,"6,242.00","5,913.50","6,242.00","5,913.50",624.01K,3.26%
1/21/2020,"6,044.90","5,631.00","6,051.50","5,631.00",1.01M,-0.11%
1/20/2020,"6,051.50","6,419.50","6,498.30","6,051.50",2.89M,-6.97%
1/17/2020,"6,504.90","6,504.90","6,570.60","6,360.30",1.04M,0.00%
1/16/2020,"6,504.90","6,242.00","6,570.60","6,242.00",797.53K,4.21%
1/15/2020,"6,242.00","5,880.70","6,242.00","5,880.70",1.47M,6.14%
1/14/2020,"5,880.70","5,716.40","5,913.50","5,663.80",1.74M,2.29%
1/13/2020,"5,749.30","5,913.50","5,946.40","5,650.70",1.59M,-2.23%
1/10/2020,"5,880.70","5,815.00","5,913.50","5,657.30",1.72M,5.92%
1/9/2020,"5,552.10","5,256.50","5,552.10","5,256.50",2.51M,6.69%
1/8/2020,"5,203.90","5,079.10","5,210.50","4,901.70",1.59M,2.46%
1/7/2020,"5,079.10","5,079.10","5,111.90","5,026.50",1.85M,0.00%
1/6/2020,"5,079.10","4,987.10","5,118.50","4,868.80",691.53K,1.84%
1/3/2020,"4,987.10","4,960.80","5,065.90","4,960.80",1.23M,2.85%
1/2/2020,"4,849.10","4,468.00","4,849.10","4,468.00",1.50M,6.96%
